"iteration","a","b","cp","N","model","Sobel_z"
617,-0.3,-0.3,-0.2,100,2,-1.58890035554971
618,-0.3,-0.3,-0.2,100,1,1.68922887330007
618,-0.3,-0.3,-0.2,100,2,1.28034219071602
619,-0.3,-0.3,-0.2,100,1,1.06772609415972
619,-0.3,-0.3,-0.2,100,2,0.349643553542129
620,-0.3,-0.3,-0.2,100,1,2.10360772559462
620,-0.3,-0.3,-0.2,100,2,1.30054574604488
621,-0.3,-0.3,-0.2,100,1,2.40077647043156
621,-0.3,-0.3,-0.2,100,2,-0.765967852827244
622,-0.3,-0.3,-0.2,100,1,2.66582532011035
622,-0.3,-0.3,-0.2,100,2,1.88819669619929
623,-0.3,-0.3,-0.2,100,1,2.04231041674833
623,-0.3,-0.3,-0.2,100,2,-0.677932448724087
624,-0.3,-0.3,-0.2,100,1,2.94722614024032
624,-0.3,-0.3,-0.2,100,2,2.55167717740398
625,-0.3,-0.3,-0.2,100,1,2.79478809717083
625,-0.3,-0.3,-0.2,100,2,-0.904034120943323
626,-0.3,-0.3,-0.2,100,1,2.2538138732803
626,-0.3,-0.3,-0.2,100,2,0.718653640327767
627,-0.3,-0.3,-0.2,100,1,1.58243046994453
627,-0.3,-0.3,-0.2,100,2,0.621612177789118
628,-0.3,-0.3,-0.2,100,1,2.32441254850731
628,-0.3,-0.3,-0.2,100,2,-0.78000690144209
629,-0.3,-0.3,-0.2,100,1,2.57711143823927
629,-0.3,-0.3,-0.2,100,2,0.862271629993058
630,-0.3,-0.3,-0.2,100,1,1.60418310162795
630,-0.3,-0.3,-0.2,100,2,1.42308941099397
631,-0.3,-0.3,-0.2,100,1,1.22352433611681
631,-0.3,-0.3,-0.2,100,2,1.4661335202723
632,-0.3,-0.3,-0.2,100,1,2.72174286601645
632,-0.3,-0.3,-0.2,100,2,0.721911659320487
633,-0.3,-0.3,-0.2,100,1,1.90656506125567
633,-0.3,-0.3,-0.2,100,2,1.90478839400374
634,-0.3,-0.3,-0.2,100,1,2.21439255005843
634,-0.3,-0.3,-0.2,100,2,-0.902274819819402
635,-0.3,-0.3,-0.2,100,1,1.26664360223585
635,-0.3,-0.3,-0.2,100,2,1.25767223087079
636,-0.3,-0.3,-0.2,100,1,2.24527848648766
636,-0.3,-0.3,-0.2,100,2,0.299152841189456
637,-0.3,-0.3,-0.2,100,1,1.94303637686231
637,-0.3,-0.3,-0.2,100,2,0.763336506130441
638,-0.3,-0.3,-0.2,100,1,1.38718415325801
638,-0.3,-0.3,-0.2,100,2,1.38968707473835
639,-0.3,-0.3,-0.2,100,1,2.18437159835431
639,-0.3,-0.3,-0.2,100,2,0.93367033928658
640,-0.3,-0.3,-0.2,100,1,1.64829698346672
640,-0.3,-0.3,-0.2,100,2,2.17548435398773
641,-0.3,-0.3,-0.2,100,1,2.81390275600423
641,-0.3,-0.3,-0.2,100,2,1.08068291143406
642,-0.3,-0.3,-0.2,100,1,2.19278427066345
642,-0.3,-0.3,-0.2,100,2,0.228933877583097
643,-0.3,-0.3,-0.2,100,1,2.33968257087147
643,-0.3,-0.3,-0.2,100,2,-0.0928060896785833
644,-0.3,-0.3,-0.2,100,1,0.63032557686532
644,-0.3,-0.3,-0.2,100,2,2.21055347661508
645,-0.3,-0.3,-0.2,100,1,1.14020546456003
645,-0.3,-0.3,-0.2,100,2,1.09595948263581
646,-0.3,-0.3,-0.2,100,1,0.553894606345288
646,-0.3,-0.3,-0.2,100,2,0.568926946812589
647,-0.3,-0.3,-0.2,100,1,2.3424136899756
647,-0.3,-0.3,-0.2,100,2,-0.0950666557430552
648,-0.3,-0.3,-0.2,100,1,2.0775720464019
648,-0.3,-0.3,-0.2,100,2,0.785522258517087
649,-0.3,-0.3,-0.2,100,1,1.62619427840496
649,-0.3,-0.3,-0.2,100,2,1.17656244905671
650,-0.3,-0.3,-0.2,100,1,3.06090232356645
650,-0.3,-0.3,-0.2,100,2,1.34624236876987
651,-0.3,-0.3,-0.2,100,1,2.30555146085205
651,-0.3,-0.3,-0.2,100,2,1.40179661464137
652,-0.3,-0.3,-0.2,100,1,2.06866673273516
652,-0.3,-0.3,-0.2,100,2,0.90341686841679
653,-0.3,-0.3,-0.2,100,1,1.75419752085228
653,-0.3,-0.3,-0.2,100,2,1.63349040343728
654,-0.3,-0.3,-0.2,100,1,1.6319963404557
654,-0.3,-0.3,-0.2,100,2,0.865678691130173
655,-0.3,-0.3,-0.2,100,1,2.8122188846049
655,-0.3,-0.3,-0.2,100,2,0.774710234341277
656,-0.3,-0.3,-0.2,100,1,1.64300584206944
656,-0.3,-0.3,-0.2,100,2,1.14980712416021
657,-0.3,-0.3,-0.2,100,1,0.684545519661359
657,-0.3,-0.3,-0.2,100,2,0.973406843175218
658,-0.3,-0.3,-0.2,100,1,1.62080372606273
658,-0.3,-0.3,-0.2,100,2,1.17287037367683
659,-0.3,-0.3,-0.2,100,1,1.74762476433059
659,-0.3,-0.3,-0.2,100,2,1.05711625872626
660,-0.3,-0.3,-0.2,100,1,0.368117087181382
660,-0.3,-0.3,-0.2,100,2,0.34209319452036
661,-0.3,-0.3,-0.2,100,1,1.70746651395628
661,-0.3,-0.3,-0.2,100,2,1.80350639890235
662,-0.3,-0.3,-0.2,100,1,2.30396021112869
662,-0.3,-0.3,-0.2,100,2,0.124943253279603
663,-0.3,-0.3,-0.2,100,1,2.1377059976582
663,-0.3,-0.3,-0.2,100,2,1.61932374809037
664,-0.3,-0.3,-0.2,100,1,2.16841274350153
664,-0.3,-0.3,-0.2,100,2,1.31274581238286
665,-0.3,-0.3,-0.2,100,1,2.12477804412624
665,-0.3,-0.3,-0.2,100,2,0.449651110480948
666,-0.3,-0.3,-0.2,100,1,1.2032399496466
666,-0.3,-0.3,-0.2,100,2,1.03790323189734
667,-0.3,-0.3,-0.2,100,1,1.65379691034856
667,-0.3,-0.3,-0.2,100,2,-0.0755942475072147
668,-0.3,-0.3,-0.2,100,1,1.75115515275566
668,-0.3,-0.3,-0.2,100,2,0.451087785856833
669,-0.3,-0.3,-0.2,100,1,2.0477621983072
669,-0.3,-0.3,-0.2,100,2,-0.769153032516105
670,-0.3,-0.3,-0.2,100,1,1.9833478177771
670,-0.3,-0.3,-0.2,100,2,1.98262793429106
671,-0.3,-0.3,-0.2,100,1,1.8393896172459
671,-0.3,-0.3,-0.2,100,2,1.69093197891748
672,-0.3,-0.3,-0.2,100,1,0.0602802935618657
672,-0.3,-0.3,-0.2,100,2,0.0602395529328245
673,-0.3,-0.3,-0.2,100,1,1.44455186162873
673,-0.3,-0.3,-0.2,100,2,1.20637825199273
674,-0.3,-0.3,-0.2,100,1,1.32666629425048
674,-0.3,-0.3,-0.2,100,2,1.26532139690952
675,-0.3,-0.3,-0.2,100,1,1.2102756521543
675,-0.3,-0.3,-0.2,100,2,1.85469333191506
676,-0.3,-0.3,-0.2,100,1,2.15166869922253
676,-0.3,-0.3,-0.2,100,2,-0.0783566904683284
677,-0.3,-0.3,-0.2,100,1,1.53857591268829
677,-0.3,-0.3,-0.2,100,2,-0.236969130950796
678,-0.3,-0.3,-0.2,100,1,1.52407857127892
678,-0.3,-0.3,-0.2,100,2,0.38288877937831
679,-0.3,-0.3,-0.2,100,1,1.61333580015461
679,-0.3,-0.3,-0.2,100,2,0.740161703391181
680,-0.3,-0.3,-0.2,100,1,3.06596352024508
680,-0.3,-0.3,-0.2,100,2,0.705720741739084
681,-0.3,-0.3,-0.2,100,1,0.788000143090619
681,-0.3,-0.3,-0.2,100,2,2.28725083888078
682,-0.3,-0.3,-0.2,100,1,2.58808612761374
682,-0.3,-0.3,-0.2,100,2,1.3186501371134
683,-0.3,-0.3,-0.2,100,1,2.21496527279191
683,-0.3,-0.3,-0.2,100,2,1.21744935404287
684,-0.3,-0.3,-0.2,100,1,1.69234017052253
684,-0.3,-0.3,-0.2,100,2,1.49708144045638
685,-0.3,-0.3,-0.2,100,1,2.1438709587331
685,-0.3,-0.3,-0.2,100,2,0.757085395670654
686,-0.3,-0.3,-0.2,100,1,1.56862333897429
686,-0.3,-0.3,-0.2,100,2,2.04287294412522
687,-0.3,-0.3,-0.2,100,1,1.54549215128976
687,-0.3,-0.3,-0.2,100,2,0.782293610964728
688,-0.3,-0.3,-0.2,100,1,2.95074839128308
688,-0.3,-0.3,-0.2,100,2,0.955373122047338
689,-0.3,-0.3,-0.2,100,1,2.97911485414126
689,-0.3,-0.3,-0.2,100,2,1.83735095894595
690,-0.3,-0.3,-0.2,100,1,2.57230310043169
690,-0.3,-0.3,-0.2,100,2,0.624732616282397
691,-0.3,-0.3,-0.2,100,1,1.36266211996768
691,-0.3,-0.3,-0.2,100,2,2.04585370990177
692,-0.3,-0.3,-0.2,100,1,2.09744686559669
692,-0.3,-0.3,-0.2,100,2,1.09212947036904
693,-0.3,-0.3,-0.2,100,1,2.33650234540256
693,-0.3,-0.3,-0.2,100,2,1.4305058072291
694,-0.3,-0.3,-0.2,100,1,1.82498091116508
694,-0.3,-0.3,-0.2,100,2,1.63604341164697
695,-0.3,-0.3,-0.2,100,1,2.18995860433247
695,-0.3,-0.3,-0.2,100,2,-0.298731213322542
696,-0.3,-0.3,-0.2,100,1,2.11308775247051
696,-0.3,-0.3,-0.2,100,2,0.615722281382152
697,-0.3,-0.3,-0.2,100,1,1.56977449618368
697,-0.3,-0.3,-0.2,100,2,1.23468668308001
698,-0.3,-0.3,-0.2,100,1,1.70572600299495
698,-0.3,-0.3,-0.2,100,2,0.194624471515535
699,-0.3,-0.3,-0.2,100,1,2.33935278167066
699,-0.3,-0.3,-0.2,100,2,1.35494816140839
700,-0.3,-0.3,-0.2,100,1,2.01633175695622
700,-0.3,-0.3,-0.2,100,2,-0.887394004927689
701,-0.3,-0.3,-0.2,100,1,1.55048377478589
701,-0.3,-0.3,-0.2,100,2,1.73246842648117
702,-0.3,-0.3,-0.2,100,1,2.68517904817542
702,-0.3,-0.3,-0.2,100,2,-0.369120003184264
703,-0.3,-0.3,-0.2,100,1,1.0413964716305
703,-0.3,-0.3,-0.2,100,2,0.825798298286812
704,-0.3,-0.3,-0.2,100,1,2.93336447720687
704,-0.3,-0.3,-0.2,100,2,0.743221224678855
705,-0.3,-0.3,-0.2,100,1,2.12134713415755
705,-0.3,-0.3,-0.2,100,2,1.33811778234858
706,-0.3,-0.3,-0.2,100,1,2.05820055341623
706,-0.3,-0.3,-0.2,100,2,1.10850222918786
707,-0.3,-0.3,-0.2,100,1,2.1811795587422
707,-0.3,-0.3,-0.2,100,2,1.08559957993299
708,-0.3,-0.3,-0.2,100,1,2.81106678713221
708,-0.3,-0.3,-0.2,100,2,0.535600314537814
709,-0.3,-0.3,-0.2,100,1,2.00365341440779
709,-0.3,-0.3,-0.2,100,2,-0.406568071032374
710,-0.3,-0.3,-0.2,100,1,0.509213874010362
710,-0.3,-0.3,-0.2,100,2,-0.336056845500403
711,-0.3,-0.3,-0.2,100,1,0.816380609777429
711,-0.3,-0.3,-0.2,100,2,0.757374570302652
712,-0.3,-0.3,-0.2,100,1,-0.0552241335158715
712,-0.3,-0.3,-0.2,100,2,-0.0552432420108783
713,-0.3,-0.3,-0.2,100,1,1.96863769352774
713,-0.3,-0.3,-0.2,100,2,2.13737855263317
714,-0.3,-0.3,-0.2,100,1,1.64353330209799
714,-0.3,-0.3,-0.2,100,2,0.645151212426036
715,-0.3,-0.3,-0.2,100,1,2.23344797120476
715,-0.3,-0.3,-0.2,100,2,0.435689457399085
716,-0.3,-0.3,-0.2,100,1,1.9291266398772
716,-0.3,-0.3,-0.2,100,2,0.233723355303899
717,-0.3,-0.3,-0.2,100,1,1.99795838192314
717,-0.3,-0.3,-0.2,100,2,-0.127591267394726
718,-0.3,-0.3,-0.2,100,1,2.00519982979241
718,-0.3,-0.3,-0.2,100,2,-0.0289431927197458
719,-0.3,-0.3,-0.2,100,1,2.02818264558235
719,-0.3,-0.3,-0.2,100,2,0.863237616505531
720,-0.3,-0.3,-0.2,100,1,2.89489491614138
720,-0.3,-0.3,-0.2,100,2,1.31509049452882
721,-0.3,-0.3,-0.2,100,1,3.09540579200453
721,-0.3,-0.3,-0.2,100,2,1.13555195865979
722,-0.3,-0.3,-0.2,100,1,2.11116326114007
722,-0.3,-0.3,-0.2,100,2,0.635705975087576
723,-0.3,-0.3,-0.2,100,1,0.20850033883164
723,-0.3,-0.3,-0.2,100,2,1.25138364682094
724,-0.3,-0.3,-0.2,100,1,2.11434889362238
724,-0.3,-0.3,-0.2,100,2,0.708038979205044
725,-0.3,-0.3,-0.2,100,1,0.794859075878127
725,-0.3,-0.3,-0.2,100,2,0.377366556584509
726,-0.3,-0.3,-0.2,100,1,0.799637373458941
726,-0.3,-0.3,-0.2,100,2,0.798979160252455
727,-0.3,-0.3,-0.2,100,1,1.34619770828853
727,-0.3,-0.3,-0.2,100,2,0.476851821531841
728,-0.3,-0.3,-0.2,100,1,2.23021136793765
728,-0.3,-0.3,-0.2,100,2,0.203633250466576
729,-0.3,-0.3,-0.2,100,1,2.31543887094448
729,-0.3,-0.3,-0.2,100,2,0.596735763842301
730,-0.3,-0.3,-0.2,100,1,1.78887667317262
730,-0.3,-0.3,-0.2,100,2,1.39078321963232
731,-0.3,-0.3,-0.2,100,1,1.48652926677825
731,-0.3,-0.3,-0.2,100,2,-0.495849818066466
732,-0.3,-0.3,-0.2,100,1,2.21688536549386
732,-0.3,-0.3,-0.2,100,2,0.250232858950448
733,-0.3,-0.3,-0.2,100,1,1.5087339712729
733,-0.3,-0.3,-0.2,100,2,0.537842665885394
734,-0.3,-0.3,-0.2,100,1,1.78382713979153
734,-0.3,-0.3,-0.2,100,2,0.517011303927326
735,-0.3,-0.3,-0.2,100,1,1.71951787912083
735,-0.3,-0.3,-0.2,100,2,0.203411593358875
736,-0.3,-0.3,-0.2,100,1,1.38446043660798
736,-0.3,-0.3,-0.2,100,2,0.0763819233665296
737,-0.3,-0.3,-0.2,100,1,2.40296338788597
737,-0.3,-0.3,-0.2,100,2,1.87234280658113
738,-0.3,-0.3,-0.2,100,1,1.75493372005897
738,-0.3,-0.3,-0.2,100,2,0.709054429010476
739,-0.3,-0.3,-0.2,100,1,2.27203831512852
739,-0.3,-0.3,-0.2,100,2,2.22236410582951
740,-0.3,-0.3,-0.2,100,1,1.65138558617283
740,-0.3,-0.3,-0.2,100,2,0.419896609047269
741,-0.3,-0.3,-0.2,100,1,0.96304691486047
741,-0.3,-0.3,-0.2,100,2,0.882833944208877
742,-0.3,-0.3,-0.2,100,1,1.58168508828527
742,-0.3,-0.3,-0.2,100,2,0.880976897169001
743,-0.3,-0.3,-0.2,100,1,1.71567763240906
743,-0.3,-0.3,-0.2,100,2,0.761245214658481
744,-0.3,-0.3,-0.2,100,1,2.45565339687733
744,-0.3,-0.3,-0.2,100,2,1.39044999135092
745,-0.3,-0.3,-0.2,100,1,1.46323520477538
745,-0.3,-0.3,-0.2,100,2,0.552025676049942
746,-0.3,-0.3,-0.2,100,1,3.43083305169666
746,-0.3,-0.3,-0.2,100,2,-0.994195801711337
747,-0.3,-0.3,-0.2,100,1,2.24544917050811
747,-0.3,-0.3,-0.2,100,2,1.37995259666792
748,-0.3,-0.3,-0.2,100,1,1.90107404968218
748,-0.3,-0.3,-0.2,100,2,1.89986190553257
749,-0.3,-0.3,-0.2,100,1,2.2296625082345
749,-0.3,-0.3,-0.2,100,2,1.60061674184735
750,-0.3,-0.3,-0.2,100,1,1.00748241180732
750,-0.3,-0.3,-0.2,100,2,0.98175207254951
751,-0.3,-0.3,-0.2,100,1,1.42742434790864
751,-0.3,-0.3,-0.2,100,2,1.22010334206889
752,-0.3,-0.3,-0.2,100,1,1.8673861374573
752,-0.3,-0.3,-0.2,100,2,1.45072942033195
753,-0.3,-0.3,-0.2,100,1,2.71939078690154
753,-0.3,-0.3,-0.2,100,2,1.98837675095614
754,-0.3,-0.3,-0.2,100,1,1.5023972335241
754,-0.3,-0.3,-0.2,100,2,-0.174872221069255
755,-0.3,-0.3,-0.2,100,1,1.8782307724994
755,-0.3,-0.3,-0.2,100,2,0.591569773741456
756,-0.3,-0.3,-0.2,100,1,2.17403561096462
756,-0.3,-0.3,-0.2,100,2,1.56338894221329
757,-0.3,-0.3,-0.2,100,1,2.10311167494067
757,-0.3,-0.3,-0.2,100,2,0.781076618872177
758,-0.3,-0.3,-0.2,100,1,1.8882420153376
758,-0.3,-0.3,-0.2,100,2,1.23080240147392
759,-0.3,-0.3,-0.2,100,1,2.12951440714237
759,-0.3,-0.3,-0.2,100,2,1.04897970444429
760,-0.3,-0.3,-0.2,100,1,2.68421093779752
760,-0.3,-0.3,-0.2,100,2,0.395676162503435
761,-0.3,-0.3,-0.2,100,1,2.51063888540977
761,-0.3,-0.3,-0.2,100,2,1.14318202146697
762,-0.3,-0.3,-0.2,100,1,2.5516613969174
762,-0.3,-0.3,-0.2,100,2,0.362588631180154
763,-0.3,-0.3,-0.2,100,1,0.916625750136931
763,-0.3,-0.3,-0.2,100,2,1.35969767959785
764,-0.3,-0.3,-0.2,100,1,2.19625070302863
764,-0.3,-0.3,-0.2,100,2,0.03820387131982
765,-0.3,-0.3,-0.2,100,1,1.20123971469347
765,-0.3,-0.3,-0.2,100,2,1.38337999820432
766,-0.3,-0.3,-0.2,100,1,0.84362312314473
766,-0.3,-0.3,-0.2,100,2,1.63642153972576
767,-0.3,-0.3,-0.2,100,1,2.4227197361905
767,-0.3,-0.3,-0.2,100,2,1.28091403185536
768,-0.3,-0.3,-0.2,100,1,1.03952849657421
768,-0.3,-0.3,-0.2,100,2,0.52681944251671
769,-0.3,-0.3,-0.2,100,1,1.76117289621327
769,-0.3,-0.3,-0.2,100,2,0.783361523758962
770,-0.3,-0.3,-0.2,100,1,2.41088428729361
770,-0.3,-0.3,-0.2,100,2,1.90930505344099
771,-0.3,-0.3,-0.2,100,1,2.3704596946424
771,-0.3,-0.3,-0.2,100,2,2.07352452444639
772,-0.3,-0.3,-0.2,100,1,2.66615037688491
772,-0.3,-0.3,-0.2,100,2,0.907902648204679
773,-0.3,-0.3,-0.2,100,1,1.87853632779027
773,-0.3,-0.3,-0.2,100,2,0.621195283359548
774,-0.3,-0.3,-0.2,100,1,1.66650317267326
774,-0.3,-0.3,-0.2,100,2,1.24602268205099
775,-0.3,-0.3,-0.2,100,1,0.848536358932884
775,-0.3,-0.3,-0.2,100,2,0.427317386249851
776,-0.3,-0.3,-0.2,100,1,1.5045773485309
776,-0.3,-0.3,-0.2,100,2,1.81726868582712
777,-0.3,-0.3,-0.2,100,1,2.15313440768025
777,-0.3,-0.3,-0.2,100,2,0.577954719934223
778,-0.3,-0.3,-0.2,100,1,2.05335681241206
778,-0.3,-0.3,-0.2,100,2,2.81845145904142
779,-0.3,-0.3,-0.2,100,1,2.30916860447548
779,-0.3,-0.3,-0.2,100,2,1.15094847381187
780,-0.3,-0.3,-0.2,100,1,2.2451425080501
780,-0.3,-0.3,-0.2,100,2,2.37090513870501
781,-0.3,-0.3,-0.2,100,1,2.14332261488729
781,-0.3,-0.3,-0.2,100,2,1.57273112535925
782,-0.3,-0.3,-0.2,100,1,0.760235291703887
782,-0.3,-0.3,-0.2,100,2,-0.20397725885669
783,-0.3,-0.3,-0.2,100,1,2.4778631362367
783,-0.3,-0.3,-0.2,100,2,0.260624526643294
784,-0.3,-0.3,-0.2,100,1,2.0280780440012
784,-0.3,-0.3,-0.2,100,2,1.67495212756072
785,-0.3,-0.3,-0.2,100,1,0.659494848144432
785,-0.3,-0.3,-0.2,100,2,0.434543929611892
786,-0.3,-0.3,-0.2,100,1,1.70722679696081
786,-0.3,-0.3,-0.2,100,2,1.62876069418901
787,-0.3,-0.3,-0.2,100,1,1.79886874471645
787,-0.3,-0.3,-0.2,100,2,0.993884581901619
788,-0.3,-0.3,-0.2,100,1,2.0630148097482
788,-0.3,-0.3,-0.2,100,2,1.82016011587224
789,-0.3,-0.3,-0.2,100,1,0.170427795462821
789,-0.3,-0.3,-0.2,100,2,-0.101978295834757
790,-0.3,-0.3,-0.2,100,1,2.16026757955796
790,-0.3,-0.3,-0.2,100,2,-0.546345115800848
791,-0.3,-0.3,-0.2,100,1,0.479705554553397
791,-0.3,-0.3,-0.2,100,2,0.463370963347337
792,-0.3,-0.3,-0.2,100,1,2.55082028288784
792,-0.3,-0.3,-0.2,100,2,1.28333307330881
793,-0.3,-0.3,-0.2,100,1,1.91459123868578
793,-0.3,-0.3,-0.2,100,2,1.5884526944602
794,-0.3,-0.3,-0.2,100,1,2.43260210341355
794,-0.3,-0.3,-0.2,100,2,0.490510505462136
795,-0.3,-0.3,-0.2,100,1,1.81033519796641
795,-0.3,-0.3,-0.2,100,2,0.413012842548122
796,-0.3,-0.3,-0.2,100,1,1.81129283593541
796,-0.3,-0.3,-0.2,100,2,0.58467599090818
797,-0.3,-0.3,-0.2,100,1,1.62490466566234
797,-0.3,-0.3,-0.2,100,2,-0.377539444445326
798,-0.3,-0.3,-0.2,100,1,1.87108409321086
798,-0.3,-0.3,-0.2,100,2,2.49702226658019
799,-0.3,-0.3,-0.2,100,1,2.30026464090424
799,-0.3,-0.3,-0.2,100,2,0.0888440527206299
800,-0.3,-0.3,-0.2,100,1,2.51934151055984
800,-0.3,-0.3,-0.2,100,2,1.37004958759342
801,-0.3,-0.3,-0.2,100,1,2.24550665359008
801,-0.3,-0.3,-0.2,100,2,0.272041731374359
802,-0.3,-0.3,-0.2,100,1,2.64692781058164
802,-0.3,-0.3,-0.2,100,2,0.669012581906636
803,-0.3,-0.3,-0.2,100,1,1.83108446544092
803,-0.3,-0.3,-0.2,100,2,1.11437524939547
804,-0.3,-0.3,-0.2,100,1,1.43015600977517
804,-0.3,-0.3,-0.2,100,2,1.28821103157633
805,-0.3,-0.3,-0.2,100,1,1.80676880745626
805,-0.3,-0.3,-0.2,100,2,1.14770059533051
806,-0.3,-0.3,-0.2,100,1,2.84401142218723
806,-0.3,-0.3,-0.2,100,2,-0.365139427832849
807,-0.3,-0.3,-0.2,100,1,1.07477087635243
807,-0.3,-0.3,-0.2,100,2,0.804031895070803
808,-0.3,-0.3,-0.2,100,1,2.55815971742417
808,-0.3,-0.3,-0.2,100,2,0.576204253694557
809,-0.3,-0.3,-0.2,100,1,1.64487463720518
809,-0.3,-0.3,-0.2,100,2,0.987863954514924
810,-0.3,-0.3,-0.2,100,1,-0.307732598620865
810,-0.3,-0.3,-0.2,100,2,1.28278443123312
811,-0.3,-0.3,-0.2,100,1,1.30293219952617
811,-0.3,-0.3,-0.2,100,2,2.19726554420554
812,-0.3,-0.3,-0.2,100,1,1.57387769950316
812,-0.3,-0.3,-0.2,100,2,0.45907943978261
813,-0.3,-0.3,-0.2,100,1,2.1964223651146
813,-0.3,-0.3,-0.2,100,2,0.897297453685672
814,-0.3,-0.3,-0.2,100,1,2.25706127860106
814,-0.3,-0.3,-0.2,100,2,-0.529952581906246
815,-0.3,-0.3,-0.2,100,1,2.54273652130057
815,-0.3,-0.3,-0.2,100,2,-0.115689433712227
816,-0.3,-0.3,-0.2,100,1,1.51111604810748
816,-0.3,-0.3,-0.2,100,2,1.55437695342842
817,-0.3,-0.3,-0.2,100,1,1.79079031518149
817,-0.3,-0.3,-0.2,100,2,0.858970967208789
818,-0.3,-0.3,-0.2,100,1,1.74587906854059
818,-0.3,-0.3,-0.2,100,2,1.32207154415391
819,-0.3,-0.3,-0.2,100,1,1.90404795817441
819,-0.3,-0.3,-0.2,100,2,1.64893708568208
820,-0.3,-0.3,-0.2,100,1,0.680420600077801
820,-0.3,-0.3,-0.2,100,2,0.677491663451678
821,-0.3,-0.3,-0.2,100,1,2.09779356909139
821,-0.3,-0.3,-0.2,100,2,2.01985674533232
822,-0.3,-0.3,-0.2,100,1,2.11118225950323
822,-0.3,-0.3,-0.2,100,2,0.392860854938754
823,-0.3,-0.3,-0.2,100,1,1.88250848551799
823,-0.3,-0.3,-0.2,100,2,0.824397492002578
824,-0.3,-0.3,-0.2,100,1,1.50847801844551
824,-0.3,-0.3,-0.2,100,2,1.38660028987305
825,-0.3,-0.3,-0.2,100,1,1.51846757196297
825,-0.3,-0.3,-0.2,100,2,0.897779744502102
826,-0.3,-0.3,-0.2,100,1,2.33289137921227
826,-0.3,-0.3,-0.2,100,2,-0.498680340532426
827,-0.3,-0.3,-0.2,100,1,2.40487969953118
827,-0.3,-0.3,-0.2,100,2,0.251694942245881
828,-0.3,-0.3,-0.2,100,1,2.79764280934064
828,-0.3,-0.3,-0.2,100,2,0.924110196608864
829,-0.3,-0.3,-0.2,100,1,1.22892632772606
829,-0.3,-0.3,-0.2,100,2,-0.659023452811844
830,-0.3,-0.3,-0.2,100,1,2.19320703617626
830,-0.3,-0.3,-0.2,100,2,-0.214335078290835
831,-0.3,-0.3,-0.2,100,1,2.55036499353208
831,-0.3,-0.3,-0.2,100,2,0.491506495661218
832,-0.3,-0.3,-0.2,100,1,2.70981329525765
832,-0.3,-0.3,-0.2,100,2,1.61860642126503
833,-0.3,-0.3,-0.2,100,1,1.18183983628841
833,-0.3,-0.3,-0.2,100,2,1.70919210964183
834,-0.3,-0.3,-0.2,100,1,1.64371268071221
834,-0.3,-0.3,-0.2,100,2,0.441169277525355
835,-0.3,-0.3,-0.2,100,1,2.41094155414382
835,-0.3,-0.3,-0.2,100,2,1.51587219997199
836,-0.3,-0.3,-0.2,100,1,1.60671577584337
836,-0.3,-0.3,-0.2,100,2,0.998611807144215
837,-0.3,-0.3,-0.2,100,1,1.41865854364193
837,-0.3,-0.3,-0.2,100,2,0.814212646335808
838,-0.3,-0.3,-0.2,100,1,2.49118481157884
838,-0.3,-0.3,-0.2,100,2,0.684474525153025
839,-0.3,-0.3,-0.2,100,1,2.0192833705972
839,-0.3,-0.3,-0.2,100,2,0.33823153786153
840,-0.3,-0.3,-0.2,100,1,2.32015443100834
840,-0.3,-0.3,-0.2,100,2,0.712914971960497
841,-0.3,-0.3,-0.2,100,1,2.81026281904717
841,-0.3,-0.3,-0.2,100,2,0.776216886394269
842,-0.3,-0.3,-0.2,100,1,2.14586586823969
842,-0.3,-0.3,-0.2,100,2,0.137975635042328
843,-0.3,-0.3,-0.2,100,1,1.8717820541745
843,-0.3,-0.3,-0.2,100,2,1.50468366635002
844,-0.3,-0.3,-0.2,100,1,3.23134465187648
844,-0.3,-0.3,-0.2,100,2,0.249903410260787
845,-0.3,-0.3,-0.2,100,1,2.63998780598446
845,-0.3,-0.3,-0.2,100,2,-1.10246468772959
846,-0.3,-0.3,-0.2,100,1,2.10640457059678
846,-0.3,-0.3,-0.2,100,2,1.58449838441183
847,-0.3,-0.3,-0.2,100,1,1.72817018014149
847,-0.3,-0.3,-0.2,100,2,1.39495610969166
848,-0.3,-0.3,-0.2,100,1,1.44871727632622
848,-0.3,-0.3,-0.2,100,2,0.283109271529414
849,-0.3,-0.3,-0.2,100,1,2.31492368092054
849,-0.3,-0.3,-0.2,100,2,1.3073614931089
850,-0.3,-0.3,-0.2,100,1,0.964169689640818
850,-0.3,-0.3,-0.2,100,2,0.935597588565557
851,-0.3,-0.3,-0.2,100,1,2.577907847481
851,-0.3,-0.3,-0.2,100,2,0.665465013349727
852,-0.3,-0.3,-0.2,100,1,1.3270848326595
852,-0.3,-0.3,-0.2,100,2,-0.543532693405781
853,-0.3,-0.3,-0.2,100,1,1.39557816886221
853,-0.3,-0.3,-0.2,100,2,-0.322697017881125
854,-0.3,-0.3,-0.2,100,1,1.79664885738277
854,-0.3,-0.3,-0.2,100,2,1.2516723991388
855,-0.3,-0.3,-0.2,100,1,1.85707692438841
855,-0.3,-0.3,-0.2,100,2,1.03880948473187
856,-0.3,-0.3,-0.2,100,1,3.03638866343172
856,-0.3,-0.3,-0.2,100,2,1.82138333851689
857,-0.3,-0.3,-0.2,100,1,2.08206712730964
